,city,geographic_area,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
835,north el monte cdp,CA,"47,50","0,90","0,30","38,60","26,90","47,50","0,90","0,30","38,60","26,90","67917,00","89,00","9,20"
836,north fair oaks cdp,CA,"48,10","1,60","1,00","3,70","73,10","48,10","1,60","1,00","3,70","73,10","64851,00","65,70","22,40"
837,north gate cdp,CA,"83,40","0,10","0,00","9,60","8,20","83,40","0,10","0,00","9,60","8,20","96208,00","90,80","8,40"
838,north highlands cdp,CA,"63,20","11,40","1,40","4,80","23,60","63,20","11,40","1,40","4,80","23,60","39430,00","83,40","27,50"
839,north lakeport cdp,CA,"81,00","0,80","3,80","1,20","17,20","81,00","0,80","3,80","1,20","17,20","43056,00","86,40","17,70"
840,north richmond cdp,CA,"17,10","33,30","0,60","11,60","50,10","17,10","33,30","0,60","11,60","50,10","31490,00","69,40","32,30"
841,north san juan cdp,CA,"83,30","0,40","4,50","4,10","3,30","83,30","0,40","4,50","4,10","3,30","26696,00","96,60","41,40"
842,north shore cdp,CA,"40,10","0,90","0,70","0,50","95,30","40,10","0,90","0,70","0,50","95,30","26655,00","35,40","37,70"
843,north tustin cdp,CA,"83,60","0,60","0,40","8,00","13,10","83,60","0,60","0,40","8,00","13,10","124248,00","97,30","3,10"
844,norwalk city,CA,"49,40","4,40","1,10","12,00","70,10","49,40","4,40","1,10","12,00","70,10","59756,00","73,50","14,30"
845,novato city,CA,"76,00","2,70","0,60","6,60","21,30","76,00","2,70","0,60","6,60","21,30","78439,00","93,30","7,70"
846,nuevo cdp,CA,"62,20","1,80","1,40","1,30","54,50","62,20","1,80","1,40","1,30","54,50","57446,00","75,70","21,40"
847,oakdale city,CA,"80,10","0,80","1,00","2,20","26,10","80,10","0,80","1,00","2,20","26,10","51785,00","86,10","18,60"
848,oak hills cdp,CA,"76,50","3,00","1,10","2,50","30,60","76,50","3,00","1,10","2,50","30,60","69260,00","79,40","9,30"
849,oakhurst cdp,CA,"89,50","0,80","2,20","1,60","16,70","89,50","0,80","2,20","1,60","16,70","36923,00","91,70","19,20"
850,oakland city,CA,"34,50","28,00","0,80","16,80","25,40","34,50","28,00","0,80","16,80","25,40","54618,00","80,40","20,40"
851,oakley city,CA,"63,90","7,30","0,90","6,30","34,90","63,90","7,30","0,90","6,30","34,90","82885,00","85,30","8,20"
852,oak park cdp,CA,"83,10","1,00","0,20","11,30","6,00","83,10","1,00","0,20","11,30","6,00","120696,00","98,50","5,50"
853,oak shores cdp,CA,"94,40","0,90","0,60","1,20","9,20","94,40","0,90","0,60","1,20","9,20","86000,00","100,00","0,00"
854,oak view cdp,CA,"79,40","0,30","1,50","0,80","29,90","79,40","0,30","1,50","0,80","29,90","71792,00","84,80","8,50"
855,oasis cdp,CA,"24,60","0,30","1,40","0,60","97,70","24,60","0,30","1,40","0,60","97,70","24646,00","16,60","47,10"
856,occidental cdp,CA,"89,00","0,60","0,60","2,80","7,30","89,00","0,60","0,60","2,80","7,30","71295,00","98,30","1,70"
857,oceano cdp,CA,"70,10","0,90","1,60","2,30","47,80","70,10","0,90","1,60","2,30","47,80","49721,00","69,00","20,20"
858,oceanside city,CA,"65,20","4,70","0,80","6,60","35,90","65,20","4,70","0,80","6,60","35,90","57703,00","85,70","14,10"
859,ocotillo cdp,CA,"91,00","0,40","0,40","0,80","22,90","91,00","0,40","0,40","0,80","22,90","22321,00","86,10","48,00"
860,oildale cdp,CA,"84,00","0,80","1,80","1,00","19,30","84,00","0,80","1,80","1,00","19,30","35552,00","81,40","29,30"
861,ojai city,CA,"87,90","0,60","0,60","2,10","17,90","87,90","0,60","0,60","2,10","17,90","61192,00","90,90","12,80"
862,old fig garden cdp,CA,"74,60","2,00","1,00","3,90","28,60","74,60","2,00","1,00","3,90","28,60","59844,00","89,20","22,50"
863,old station cdp,CA,"96,10","0,00","2,00","0,00","3,90","96,10","0,00","2,00","0,00","3,90","36595,00","100,00","0,00"
864,olivehurst cdp,CA,"62,50","2,40","2,90","5,70","36,60","62,50","2,40","2,90","5,70","36,60","44065,00","69,60","18,80"
865,ontario city,CA,"51,00","6,40","1,00","5,20","69,00","51,00","6,40","1,00","5,20","69,00","54114,00","70,60","18,10"
866,onyx cdp,CA,"85,50","0,80","1,90","0,00","6,30","85,50","0,80","1,90","0,00","6,30","29537,00","91,10","34,40"
867,pleasure point cdp,CA,"82,90","1,10","0,80","2,50","19,50","82,90","1,10","0,80","2,50","19,50","54621,00","90,10","13,90"
868,orange city,CA,"67,10","1,60","0,70","11,30","38,10","67,10","1,60","0,70","11,30","38,10","78513,00","84,20","13,20"
869,orange cove city,CA,"43,40","0,80","1,40","1,10","92,70","43,40","0,80","1,40","1,10","92,70","26838,00","41,30","53,00"
870,orangevale cdp,CA,"87,40","1,40","0,90","3,10","10,20","87,40","1,40","0,90","3,10","10,20","71057,00","93,90","9,20"
871,orcutt cdp,CA,"81,90","1,40","1,20","3,90","23,80","81,90","1,40","1,20","3,90","23,80","72597,00","92,00","6,10"
872,orick cdp,CA,"80,70","0,00","10,90","0,00","5,60","80,70","0,00","10,90","0,00","5,60","34375,00","87,10","30,30"
873,orinda city,CA,"82,40","0,80","0,10","11,40","4,60","82,40","0,80","0,10","11,40","4,60","165103,00","98,80","2,20"
874,orland city,CA,"66,20","0,50","1,70","2,90","44,80","66,20","0,50","1,70","2,90","44,80","36267,00","76,30","27,90"
875,orosi cdp,CA,"44,00","0,70","0,60","9,20","86,70","44,00","0,70","0,60","9,20","86,70","34724,00","44,10","26,60"
876,oroville city,CA,"75,20","2,90","3,70","8,00","12,50","75,20","2,90","3,70","8,00","12,50","36462,00","83,60","23,80"
877,oroville east cdp,CA,"82,50","1,50","5,80","3,60","8,50","82,50","1,50","5,80","3,60","8,50","47721,00","85,80","13,00"
878,oxnard city,CA,"48,20","2,90","1,50","7,40","73,50","48,20","2,90","1,50","7,40","73,50","60621,00","65,60","16,60"
879,pacheco cdp,CA,"76,40","2,10","0,70","9,90","16,80","76,40","2,10","0,70","9,90","16,80","52988,00","87,30","12,80"
880,pacifica city,CA,"64,90","2,60","0,60","19,40","16,80","64,90","2,60","0,60","19,40","16,80","100193,00","94,20","6,10"
881,pacific grove city,CA,"84,50","1,30","0,50","5,80","10,70","84,50","1,30","0,50","5,80","10,70","79740,00","95,50","7,60"
882,pajaro cdp,CA,"47,30","0,50","2,50","1,70","94,10","47,30","0,50","2,50","1,70","94,10","33194,00","25,50","31,90"
883,pajaro dunes cdp,CA,"63,90","0,00","0,00","4,20","37,50","63,90","0,00","0,00","4,20","37,50","66705,00","91,50","21,60"
884,palermo cdp,CA,"72,50","0,70","4,10","4,60","23,80","72,50","0,70","4,10","4,60","23,80","39366,00","71,60","24,30"
885,palmdale city,CA,"49,00","14,80","0,90","4,30","54,40","49,00","14,80","0,90","4,30","54,40","52392,00","74,20","21,30"
886,palm desert city,CA,"82,50","1,80","0,50","3,40","22,80","82,50","1,80","0,50","3,40","22,80","52892,00","91,30","10,80"
887,palm springs city,CA,"75,70","4,40","1,00","4,40","25,30","75,70","4,40","1,00","4,40","25,30","44075,00","87,50","18,90"
888,palo alto city,CA,"64,20","1,90","0,20","27,10","6,20","64,20","1,90","0,20","27,10","6,20","136519,00","97,40","5,40"
889,palo cedro cdp,CA,"91,70","0,60","1,90","0,50","5,80","91,70","0,60","1,90","0,50","5,80","80659,00","97,70","2,20"
890,palos verdes estates city,CA,"77,00","1,20","0,20","17,30","4,70","77,00","1,20","0,20","17,30","4,70","174500,00","98,60","3,60"
891,palo verde cdp,CA,"72,50","1,20","2,90","0,60","19,30","72,50","1,20","2,90","0,60","19,30","15329,00","66,10","0,00"
892,panorama heights cdp,CA,"85,40","2,40","2,40","0,00","9,80","85,40","2,40","2,40","0,00","9,80","32500,00","60,70","0,00"
893,paradise town,CA,"92,00","0,40","1,10","1,30","7,00","92,00","0,40","1,10","1,30","7,00","44923,00","91,20","16,00"
894,paradise cdp,CA,"85,00","0,00","1,30","3,90","9,20","85,00","0,00","1,30","3,90","9,20","49861,00","99,30","6,50"
895,paradise park cdp,CA,"95,40","0,50","0,80","0,80","3,90","95,40","0,50","0,80","0,80","3,90","64500,00","100,00","0,00"
896,paramount city,CA,"42,50","11,70","0,80","3,00","78,60","42,50","11,70","0,80","3,00","78,60","45792,00","57,90","23,10"
897,parklawn cdp,CA,"50,30","1,80","1,60","0,50","81,50","50,30","1,80","1,60","0,50","81,50","31957,00","32,50","20,30"
898,parksdale cdp,CA,"44,10","2,10","2,50","0,70","86,90","44,10","2,10","2,50","0,70","86,90","31364,00","56,30","36,70"
899,parkway cdp,CA,"35,60","18,40","1,20","13,60","42,20","35,60","18,40","1,20","13,60","42,20","32706,00","70,50","29,50"
900,parkwood cdp,CA,"50,20","5,40","2,10","1,00","78,70","50,20","5,40","2,10","1,00","78,70","41250,00","43,20","31,20"
901,parlier city,CA,"50,00","0,60","1,20","0,50","97,50","50,00","0,60","1,20","0,50","97,50","31335,00","43,20","42,30"
902,pasadena city,CA,"55,80","10,70","0,60","14,30","33,70","55,80","10,70","0,60","14,30","33,70","72402,00","87,40","15,30"
903,pasatiempo cdp,CA,"88,90","0,50","0,60","3,30","8,20","88,90","0,50","0,60","3,30","8,20","153333,00","100,00","0,00"
904,paskenta cdp,CA,"84,80","0,00","0,00","0,00","17,00","84,80","0,00","0,00","0,00","17,00","37656,00","79,70","8,30"
905,patterson city,CA,"49,60","6,30","1,10","5,20","58,60","49,60","6,30","1,10","5,20","58,60","53542,00","74,50","21,80"
906,patterson tract cdp,CA,"57,00","0,00","1,90","4,20","64,70","57,00","0,00","1,90","4,20","64,70","34186,00","60,90","18,30"
907,patton village cdp,CA,"78,60","6,80","3,80","0,60","8,80","78,60","6,80","3,80","0,60","8,80","47112,00","84,30","2,80"
908,paynes creek cdp,CA,"89,50","0,00","3,50","0,00","12,30","89,50","0,00","3,50","0,00","12,30","34643,00","96,90","5,70"
909,penngrove cdp,CA,"87,70","0,80","1,00","2,10","11,60","87,70","0,80","1,00","2,10","11,60","74245,00","95,70","9,40"
910,penn valley cdp,CA,"88,50","0,60","2,10","1,40","8,80","88,50","0,60","2,10","1,40","8,80","41487,00","95,80","43,80"
911,penryn cdp,CA,"86,40","0,40","2,60","3,90","9,50","86,40","0,40","2,60","3,90","9,50","72063,00","94,80","7,60"
912,perris city,CA,"42,30","12,10","0,90","3,60","71,80","42,30","12,10","0,90","3,60","71,80","49325,00","63,60","25,30"
913,petaluma city,CA,"80,40","1,40","0,60","4,50","21,50","80,40","1,40","0,60","4,50","21,50","80276,00","89,20","9,30"
914,peters cdp,CA,"79,20","1,00","2,20","3,00","22,80","79,20","1,00","2,20","3,00","22,80","112679,00","91,20","0,00"
915,phelan cdp,CA,"75,60","1,90","1,00","3,10","28,90","75,60","1,90","1,00","3,10","28,90","52064,00","80,60","17,00"
916,phillipsville cdp,CA,"86,40","0,00","2,90","0,70","2,10","86,40","0,00","2,90","0,70","2,10","23750,00","71,80","0,00"
917,phoenix lake cdp,CA,"93,50","0,40","0,90","1,20","7,10","93,50","0,40","0,90","1,20","7,10","75460,00","92,90","5,50"
918,pico rivera city,CA,"59,40","1,00","1,40","2,60","91,20","59,40","1,00","1,40","2,60","91,20","55752,00","68,20","13,70"
919,piedmont city,CA,"74,20","1,30","0,10","18,20","3,90","74,20","1,30","0,10","18,20","3,90","208772,00","98,50","5,20"
920,pine canyon cdp,CA,"64,40","1,60","0,80","1,00","54,00","64,40","1,60","0,80","1,00","54,00","57424,00","59,20","9,90"
921,pine flat cdp,CA,"95,20","0,00","1,80","1,80","6,60","95,20","0,00","1,80","1,80","6,60","21250,00","95,00","24,50"
922,pine grove cdp,CA,"91,30","0,40","1,60","0,40","9,10","91,30","0,40","1,60","0,40","9,10","59375,00","93,50","13,10"
923,pine hills cdp,CA,"84,60","0,70","2,70","3,70","7,00","84,60","0,70","2,70","3,70","7,00","60909,00","88,50","16,10"
924,pine mountain club cdp,CA,"89,80","1,30","1,10","1,90","10,00","89,80","1,30","1,10","1,90","10,00","41765,00","96,20","11,50"
925,pine mountain lake cdp,CA,"92,80","0,60","0,90","0,90","6,50","92,80","0,60","0,90","0,90","6,50","53964,00","95,70","10,20"
926,pine valley cdp,CA,"93,20","0,40","0,40","1,10","10,20","93,20","0,40","0,40","1,10","10,20","100321,00","97,60","9,10"
927,pinole city,CA,"46,20","13,40","0,80","22,90","21,80","46,20","13,40","0,80","22,90","21,80","72149,00","89,20","7,80"
928,pi_on hills cdp,CA,"82,00","0,80","0,90","2,60","23,90","82,00","0,80","0,90","2,60","23,90","44984,00","81,10","18,20"
929,pioneer cdp,CA,"93,00","0,00","3,10","0,10","4,80","93,00","0,00","3,10","0,10","4,80","46429,00","89,50","7,70"
930,piru cdp,CA,"51,50","0,80","2,10","0,50","84,70","51,50","0,80","2,10","0,50","84,70","47125,00","66,70","10,10"
931,pismo beach city,CA,"91,10","0,70","0,50","2,70","9,30","91,10","0,70","0,50","2,70","9,30","73355,00","96,30","7,10"
932,pittsburg city,CA,"36,50","17,70","0,80","15,60","42,40","36,50","17,70","0,80","15,60","42,40","60777,00","79,50","17,90"
933,pixley cdp,CA,"44,50","2,70","0,80","0,50","80,80","44,50","2,70","0,80","0,50","80,80","27917,00","37,70","50,20"
934,placentia city,CA,"62,10","1,80","0,80","14,90","36,40","62,10","1,80","0,80","14,90","36,40","79598,00","84,60","11,40"
935,placerville city,CA,"83,90","0,80","1,60","0,90","17,90","83,90","0,80","1,60","0,90","17,90","45788,00","89,20","18,50"
936,plainview cdp,CA,"37,90","0,80","2,10","0,20","91,50","37,90","0,80","2,10","0,20","91,50","25568,00","35,20","66,80"
937,planada cdp,CA,"36,70","0,50","0,50","1,00","94,80","36,70","0,50","0,50","1,00","94,80","35139,00","42,90","28,50"
938,pleasant hill city,CA,"74,90","2,10","0,40","13,60","12,10","74,90","2,10","0,40","13,60","12,10","81226,00","96,60","9,90"
939,pleasanton city,CA,"67,00","1,70","0,30","23,20","10,30","67,00","1,70","0,30","23,20","10,30","124759,00","95,20","4,40"
940,plumas eureka cdp,CA,"96,20","0,00","0,30","0,90","5,00","96,20","0,00","0,30","0,90","5,00","62813,00","100,00","3,90"
941,plumas lake cdp,CA,"67,00","6,40","1,20","8,10","22,40","67,00","6,40","1,20","8,10","22,40","79094,00","88,80","4,40"
942,plymouth city,CA,"84,60","0,30","1,80","0,60","18,20","84,60","0,30","1,80","0,60","18,20","44844,00","90,80","16,00"
943,point arena city,CA,"67,90","0,40","0,20","0,00","33,40","67,90","0,40","0,20","0,00","33,40","28365,00","80,70","16,60"
944,point reyes station cdp,CA,"85,50","0,80","0,40","1,20","18,30","85,50","0,80","0,40","1,20","18,30","30978,00","96,50","24,00"
945,pollock pines cdp,CA,"90,20","0,30","1,90","0,80","10,40","90,20","0,30","1,90","0,80","10,40","53621,00","90,90","15,50"
946,pomona city,CA,"48,00","7,30","1,20","8,50","70,50","48,00","7,30","1,20","8,50","70,50","49186,00","67,50","22,10"
947,poplar-cotton center cdp,CA,"70,00","0,00","0,60","14,40","73,20","70,00","0,00","0,60","14,40","73,20","21627,00","47,90","55,40"
948,port costa cdp,CA,"90,50","1,10","1,10","3,70","5,30","90,50","1,10","1,10","3,70","5,30","94837,00","82,50","0,00"
949,porterville city,CA,"58,80","1,20","1,90","4,70","61,90","58,80","1,20","1,90","4,70","61,90","38456,00","66,90","30,90"
950,port hueneme city,CA,"56,90","5,10","1,40","6,00","52,30","56,90","5,10","1,40","6,00","52,30","57848,00","79,60","15,00"
951,portola city,CA,"83,70","0,60","2,60","0,60","16,30","83,70","0,60","2,60","0,60","16,30","33098,00","83,00","21,00"
952,portola valley town,CA,"91,00","0,30","0,10","5,60","4,00","91,00","0,30","0,10","5,60","4,00","185234,00","96,00","3,70"
953,potrero cdp,CA,"51,50","0,00","1,20","0,00","76,10","51,50","0,00","1,20","0,00","76,10","27375,00","49,00","8,80"
954,potter valley cdp,CA,"79,90","0,30","2,00","0,30","23,80","79,90","0,30","2,00","0,30","23,80","76591,00","82,70","5,00"
955,poway city,CA,"76,90","1,60","0,60","10,20","15,70","76,90","1,60","0,60","10,20","15,70","95815,00","93,00","6,00"
956,princeton cdp,CA,"71,60","0,00","3,30","0,30","30,70","71,60","0,00","3,30","0,30","30,70","46944,00","64,60","3,50"
957,prunedale cdp,CA,"67,00","1,00","1,10","3,80","41,70","67,00","1,00","1,10","3,80","41,70","70017,00","78,90","9,80"
958,quartz hill cdp,CA,"75,30","7,30","1,30","2,80","24,60","75,30","7,30","1,30","2,80","24,60","54245,00","85,00","21,80"
